#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-3	Der	Einleitung[1]	
1-2	4-15	Klimawandel	Einleitung[1]	
1-3	16-19	ist	Einleitung[1]	
1-4	20-25	schon	Einleitung[1]	
1-5	26-30	seit	Einleitung[1]	
1-6	31-39	längerem	Einleitung[1]	
1-7	40-43	ein	Einleitung[1]	
1-8	44-49	Thema	Einleitung[1]	
1-9	49-50	,	Einleitung[1]	
1-10	50-53	was	Einleitung[1]	
1-11	54-57	uns	Einleitung[1]	
1-12	58-66	imAlltag	Einleitung[1]	
1-13	67-74	täglich	Einleitung[1]	
1-14	75-83	verfolgt	Einleitung[1]	
1-15	83-84	.	Einleitung[1]	

2-1	85-94	Besonders	Einleitung[1]	
2-2	95-100	dabei	Einleitung[1]	
2-3	101-114	hervorgehoben	Einleitung[1]	
2-4	115-119	wird	Einleitung[1]	
2-5	120-123	die	Einleitung[1]	
2-6	124-144	Treibhausgasemission	Einleitung[1]	
2-7	145-148	des	Einleitung[1]	
2-8	149-166	Persohnenverkehrs	Einleitung[1]	
2-9	166-167	.	Einleitung[1]	

3-1	168-171	Die	Einleitung[1]	
3-2	172-192	Treibhausgasemission	Einleitung[1]	
3-3	193-196	ist	Einleitung[1]	
3-4	197-206	eingroßer	Einleitung[1]	
3-5	207-218	bestandteil	Einleitung[1]	
3-6	218-219	,	Einleitung[1]	
3-7	220-227	welcher	Einleitung[1]	
3-8	228-234	schuld	Einleitung[1]	
3-9	235-237	an	Einleitung[1]	
3-10	238-241	dem	Einleitung[1]	
3-11	242-253	drastischen	Einleitung[1]	
3-12	254-265	Klimawandel	Einleitung[1]	
3-13	266-269	ist	Einleitung[1]	
3-14	269-270	.	Einleitung[1]	

4-1	271-274	Aus	Einleitung[1]	
4-2	275-281	diesem	Einleitung[1]	
4-3	282-287	Grund	Einleitung[1]	
4-4	288-292	soll	Einleitung[1]	
4-5	293-296	der	Einleitung[1]	
4-6	297-319	Treibhausgasemissionen	Einleitung[1]	
4-7	320-323	des	Einleitung[1]	
4-8	324-340	Personenverkehrs	Einleitung[1]	
4-9	341-347	sollen	Einleitung[1]	
4-10	348-357	drastisch	Einleitung[1]	
4-11	358-367	reduziert	Einleitung[1]	
4-12	368-374	werden	Einleitung[1]	
4-13	374-375	.	Einleitung[1]	

5-1	376-380	Ohne	Einleitung[1]	
5-2	381-385	eine	Einleitung[1]	
5-3	386-393	Senkung	Einleitung[1]	
5-4	394-397	der	Einleitung[1]	
5-5	398-420	Treibhausgasemissionen	Einleitung[1]	
5-6	421-424	des	Einleitung[1]	
5-7	425-441	Personenverkehrs	Einleitung[1]	
5-8	441-442	,	Einleitung[1]	
5-9	443-447	kann	Einleitung[1]	
5-10	448-451	die	Einleitung[1]	
5-11	452-468	Klimaneutralität	Einleitung[1]	
5-12	469-474	nicht	Einleitung[1]	
5-13	475-483	erreicht	Einleitung[1]	
5-14	484-490	werden	Einleitung[1]	
5-15	490-491	.	Einleitung[1]	

6-1	493-500	Deshalb	Einleitung[1]	
6-2	501-505	wird	Einleitung[1]	
6-3	506-508	in	Einleitung[1]	
6-4	509-513	de4r	Einleitung[1]	
6-5	514-521	Politik	Einleitung[1]	
6-6	522-525	bei	Einleitung[1]	
6-7	526-529	den	Einleitung[1]	
6-8	530-544	Politikerinnen	Einleitung[1]	
6-9	545-548	und	Einleitung[1]	
6-10	549-559	Politikern	Einleitung[1]	
6-11	560-569	gefordert	Einleitung[1]	
6-12	569-570	,	Einleitung[1]	
6-13	571-575	dass	Einleitung[1]	
6-14	576-584	Neuwagen	Einleitung[1]	
6-15	585-588	mit	Einleitung[1]	
6-16	589-594	einem	Einleitung[1]	
6-17	595-601	Benzin	Einleitung[1]	
6-18	601-602	-	Einleitung[1]	
6-19	603-606	und	Einleitung[1]	
6-20	607-618	Dieselmotor	Einleitung[1]	
6-21	619-621	ab	Einleitung[1]	
6-22	622-626	2035	Einleitung[1]	
6-23	627-635	verboten	Einleitung[1]	
6-24	636-642	werden	Einleitung[1]	
6-25	642-643	.	Einleitung[1]	

7-1	647-649	Um	Einleitung[1]	
7-2	650-653	die	Einleitung[1]	
7-3	654-665	Abschaffung	Einleitung[1]	
7-4	666-669	von	Einleitung[1]	
7-5	670-678	Neuwagen	Einleitung[1]	
7-6	679-682	mit	Einleitung[1]	
7-7	683-688	einem	Einleitung[1]	
7-8	689-695	Benzin	Einleitung[1]	
7-9	695-696	-	Einleitung[1]	
7-10	697-700	und	Einleitung[1]	
7-11	701-712	Dieselmotor	Einleitung[1]	
7-12	713-718	voran	Einleitung[1]	
7-13	719-721	zu	Einleitung[1]	
7-14	722-729	bringen	Einleitung[1]	
7-15	729-730	,	Einleitung[1]	
7-16	731-737	sollen	Einleitung[1]	
7-17	738-741	die	Einleitung[1]	
7-18	742-753	zukünftigen	Einleitung[1]	
7-19	754-761	Motoren	Einleitung[1]	
7-20	762-765	der	Einleitung[1]	
7-21	766-774	Neuwagen	Einleitung[1]	
7-22	775-786	entwederauf	Einleitung[1]	
7-23	787-800	Akkumulatoren	Einleitung[1]	
7-24	800-801	,	Einleitung[1]	
7-25	802-813	Wasserstoff	Einleitung[1]	
7-26	814-825	oderE-Fuels	Einleitung[1]	
7-27	826-837	umgestiegen	Einleitung[1]	
7-28	838-844	werden	Einleitung[1]	
7-29	844-845	.	Einleitung[1]	
7-30	849-850	.	Einleitung[1]	
