#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.StrukturTAP|TAPArgumente


1-1	0-4	Alle	_	
1-2	5-9	drei	_	
1-3	10-23	Energieträger	_	
1-4	24-30	gelten	_	
1-5	31-34	als	_	
1-6	35-47	klimaneutral	_	
1-7	47-48	,	_	
1-8	49-55	sofern	_	
1-9	56-67	elektrische	_	
1-10	68-75	Energie	_	
1-11	76-79	aus	_	
1-12	80-92	Erneuerbaren	_	
1-13	93-101	Energien	_	
1-14	102-109	genutzt	_	
1-15	110-113	und	_	
1-16	114-118	beim	_	
1-17	119-125	Fahren	_	
1-18	126-130	kein	_	
1-19	131-143	zusätzliches	_	
1-20	144-161	Kohlenstoffdioxid	_	
1-21	162-164	an	_	
1-22	165-168	die	_	
1-23	169-179	Atmosphäre	_	
1-24	180-189	abgegeben	_	
1-25	190-194	wird	_	
1-26	194-195	.	_	

2-1	197-210	Akkumulatoren	2. Data[1]	
2-2	211-215	sind	2. Data[1]	
2-3	216-232	wiederaufladbare	2. Data[1]	
2-4	233-249	elektrochemische	2. Data[1]	
2-5	250-256	Zellen	2. Data[1]	
2-6	256-257	,	2. Data[1]	
2-7	258-261	die	2. Data[1]	
2-8	262-269	aktuell	2. Data[1]	
2-9	270-273	auf	2. Data[1]	
2-10	274-279	Basis	2. Data[1]	
2-11	280-283	von	2. Data[1]	
2-12	284-304	Lithium-Verbindungen	2. Data[1]	
2-13	305-316	hergestellt	2. Data[1]	
2-14	317-323	werden	2. Data[1]	
2-15	323-324	.	2. Data[1]	

3-1	326-339	Akkumulatoren	2. Data[2]	
3-2	340-346	können	2. Data[2]	
3-3	347-354	geladen	2. Data[2]	
3-4	355-361	werden	2. Data[2]	
3-5	361-362	,	2. Data[2]	
3-6	363-368	indem	2. Data[2]	
3-7	369-372	sie	2. Data[2]	
3-8	373-375	an	2. Data[2]	
3-9	376-379	das	2. Data[2]	
3-10	380-389	Stromnetz	2. Data[2]	
3-11	390-403	angeschlossen	2. Data[2]	
3-12	404-410	werden	2. Data[2]	
3-13	410-411	.	2. Data[2]	

4-1	413-426	Akkumulatoren	2. Data[3]	
4-2	427-433	können	2. Data[3]	
4-3	434-437	nur	2. Data[3]	
4-4	438-440	in	2. Data[3]	
4-5	441-449	speziell	2. Data[3]	
4-6	450-462	konzipierten	2. Data[3]	
4-7	463-468	Autos	2. Data[3]	
4-8	469-472	mit	2. Data[3]	
4-9	473-485	Elektromotor	2. Data[3]	
4-10	486-493	genutzt	2. Data[3]	
4-11	494-500	werden	2. Data[3]	
4-12	500-501	.	2. Data[3]	

5-1	503-505	In	2. Data[4]	
5-2	506-512	diesen	2. Data[4]	
5-3	513-518	Autos	2. Data[4]	
5-4	519-525	werden	2. Data[4]	
5-5	526-539	Akkumulatoren	2. Data[4]	
5-6	540-544	fest	2. Data[4]	
5-7	545-554	eingebaut	2. Data[4]	
5-8	554-555	,	2. Data[4]	
5-9	556-558	um	2. Data[4]	
5-10	559-564	einen	2. Data[4]	
5-11	565-577	Elektromotor	2. Data[4]	
5-12	578-580	zu	2. Data[4]	
5-13	581-590	betreiben	2. Data[4]	
5-14	590-591	.	2. Data[4]	

6-1	593-596	Bei	2. Data[5]	
6-2	597-600	der	2. Data[5]	
6-3	601-611	chemischen	2. Data[5]	
6-4	612-620	Reaktion	2. Data[5]	
6-5	620-621	,	2. Data[5]	
6-6	622-625	die	2. Data[5]	
6-7	626-628	im	2. Data[5]	
6-8	629-640	Akkumulator	2. Data[5]	
6-9	641-648	abläuft	2. Data[5]	
6-10	648-649	,	2. Data[5]	
6-11	650-654	wird	2. Data[5]	
6-12	655-659	kein	2. Data[5]	
6-13	660-665	Stoff	2. Data[5]	
6-14	666-677	freigesetzt	2. Data[5]	
6-15	677-678	.	2. Data[5]	

7-1	680-691	Wasserstoff	2. Data[6]	
7-2	692-695	ist	2. Data[6]	
7-3	696-699	ein	2. Data[6]	
7-4	700-709	Reinstoff	2. Data[6]	
7-5	709-710	,	2. Data[6]	
7-6	711-714	der	2. Data[6]	
7-7	715-720	unter	2. Data[6]	
7-8	721-740	Standardbedingungen	2. Data[6]	
7-9	741-744	als	2. Data[6]	
7-10	745-748	Gas	2. Data[6]	
7-11	749-757	vorliegt	2. Data[6]	
7-12	757-758	.	2. Data[6]	

8-1	760-771	Wasserstoff	_	
8-2	772-776	wird	_	
8-3	777-784	mittels	_	
8-4	785-802	Wasserelektrolyse	_	
8-5	803-814	hergestellt	_	
8-6	814-815	.	_	

9-1	817-828	Wasserstoff	_	
9-2	829-833	kann	_	
9-3	834-837	nur	_	
9-4	838-840	in	_	
9-5	841-849	speziell	_	
9-6	850-862	konzipierten	_	
9-7	863-868	Autos	_	
9-8	869-872	mit	_	
9-9	873-888	Brennstoffzelle	_	
9-10	889-892	und	_	
9-11	893-905	Elektromotor	_	
9-12	906-913	genutzt	_	
9-13	914-920	werden	_	
9-14	920-921	.	_	

10-1	923-925	In	2. Data[7]	
10-2	926-932	diesen	2. Data[7]	
10-3	933-938	Autos	2. Data[7]	
10-4	939-943	wird	2. Data[7]	
10-5	944-955	Wasserstoff	2. Data[7]	
10-6	956-958	in	2. Data[7]	
10-7	959-969	Drucktanks	2. Data[7]	
10-8	970-983	transportiert	2. Data[7]	
10-9	984-987	und	2. Data[7]	
10-10	988-990	in	2. Data[7]	
10-11	991-996	einer	2. Data[7]	
10-12	997-1012	Brennstoffzelle	2. Data[7]	
10-13	1013-1016	mit	2. Data[7]	
10-14	1017-1027	Sauerstoff	2. Data[7]	
10-15	1028-1037	umgesetzt	2. Data[7]	
10-16	1037-1038	,	2. Data[7]	
10-17	1039-1041	um	2. Data[7]	
10-18	1042-1047	einen	2. Data[7]	
10-19	1048-1060	Elektromotor	2. Data[7]	
10-20	1061-1063	zu	2. Data[7]	
10-21	1064-1073	betreiben	2. Data[7]	
10-22	1073-1074	.	2. Data[7]	

11-1	1076-1079	Bei	_	
11-2	1080-1083	der	_	
11-3	1084-1094	chemischen	_	
11-4	1095-1103	Reaktion	_	
11-5	1103-1104	,	_	
11-6	1105-1108	die	_	
11-7	1109-1111	in	_	
11-8	1112-1115	der	_	
11-9	1116-1131	Brennstoffzelle	_	
11-10	1132-1139	abläuft	_	
11-11	1139-1140	,	_	
11-12	1141-1149	entsteht	_	
11-13	1150-1153	als	_	
11-14	1154-1161	Produkt	_	
11-15	1162-1168	Wasser	_	
11-16	1168-1169	.	_	

12-1	1171-1178	E-Fuels	_	
12-2	1179-1183	sind	_	
12-3	1184-1197	Stoffgemische	_	
12-4	1198-1201	aus	_	
12-5	1202-1221	Kohlenwasserstoffen	_	
12-6	1221-1222	,	_	
12-7	1223-1226	die	_	
12-8	1227-1232	unter	_	
12-9	1233-1252	Standardbedingungen	_	
12-10	1253-1256	als	_	
12-11	1257-1268	Flüssigkeit	_	
12-12	1269-1278	vorliegen	_	
12-13	1278-1279	.	_	

13-1	1281-1288	E-Fuels	_	
13-2	1289-1295	werden	_	
13-3	1296-1299	aus	_	
13-4	1300-1311	Wasserstoff	_	
13-5	1312-1315	und	_	
13-6	1316-1333	Kohlenstoffdioxid	_	
13-7	1333-1334	,	_	
13-8	1335-1338	das	_	
13-9	1339-1342	der	_	
13-10	1343-1353	Atmosphäre	_	
13-11	1354-1363	entnommen	_	
13-12	1364-1368	wird	_	
13-13	1368-1369	,	_	
13-14	1370-1381	hergestellt	_	
13-15	1381-1382	.	_	

14-1	1384-1391	E-Fuels	_	
14-2	1392-1398	können	_	
14-3	1399-1401	in	_	
14-4	1402-1417	konventionellen	_	
14-5	1418-1423	Autos	_	
14-6	1424-1427	mit	_	
14-7	1428-1445	Verbrennungsmotor	_	
14-8	1446-1453	genutzt	_	
14-9	1454-1460	werden	_	
14-10	1460-1461	.	_	

15-1	1463-1465	In	_	
15-2	1466-1472	diesen	_	
15-3	1473-1478	Autos	_	
15-4	1479-1485	werden	_	
15-5	1486-1493	E-Fuels	_	
15-6	1494-1496	in	_	
15-7	1497-1514	Flüssigkeitstanks	_	
15-8	1515-1528	transportiert	_	
15-9	1529-1532	und	_	
15-10	1533-1535	in	_	
15-11	1536-1555	Verbrennungsmotoren	_	
15-12	1556-1559	mit	_	
15-13	1560-1570	Sauerstoff	_	
15-14	1571-1580	umgesetzt	_	
15-15	1580-1581	.	_	

16-1	1583-1586	Bei	_	
16-2	1587-1590	der	_	
16-3	1591-1611	Verbrennungsreaktion	_	
16-4	1611-1612	,	_	
16-5	1613-1616	die	_	
16-6	1617-1619	im	_	
16-7	1620-1629	Motorraum	_	
16-8	1630-1637	abläuft	_	
16-9	1637-1638	,	_	
16-10	1639-1647	entsteht	_	
16-11	1648-1651	als	_	
16-12	1652-1659	Produkt	_	
16-13	1660-1661	u	_	
16-14	1661-1662	.	_	

17-1	1664-1665	A	_	
17-2	1665-1666	.	_	

18-1	1668-1685	Kohlenstoffdioxid	_	
18-2	1685-1686	.	_	

19-1	1688-1697	Insgesamt	_	
19-2	1698-1702	wird	_	
19-3	1703-1706	der	_	
19-4	1707-1717	Atmosphäre	_	
19-5	1718-1721	bei	_	
19-6	1722-1725	der	_	
19-7	1726-1734	Synthese	_	
19-8	1735-1742	genauso	_	
19-9	1743-1747	viel	_	
19-10	1748-1765	Kohlenstoffdioxid	_	
19-11	1766-1775	entnommen	_	
19-12	1775-1776	,	_	
19-13	1777-1780	wie	_	
19-14	1781-1784	bei	_	
19-15	1785-1788	der	_	
19-16	1789-1800	Verbrennung	_	
19-17	1801-1812	freigesetzt	_	
19-18	1813-1817	wird	_	
19-19	1817-1818	.	_	

20-1	1820-1823	Die	_	
