#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-4	Soll	Einleitung[1]	
1-2	5-8	der	Einleitung[1]	
1-3	9-16	Umstieg	Einleitung[1]	
1-4	17-20	auf	Einleitung[1]	
1-5	21-26	Autos	Einleitung[1]	
1-6	27-30	mit	Einleitung[1]	
1-7	31-44	Akkumulatoren	Einleitung[1]	
1-8	44-45	,	Einleitung[1]	
1-9	46-57	Wasserstoff	Einleitung[1]	
1-10	58-62	oder	Einleitung[1]	
1-11	63-70	E-Fuels	Einleitung[1]	
1-12	71-72	(	Einleitung[1]	
1-13	72-84	synthetische	Einleitung[1]	
1-14	85-96	Kraftstoffe	Einleitung[1]	
1-15	96-97	)	Einleitung[1]	
1-16	98-101	als	Einleitung[1]	
1-17	102-115	Energieträger	Einleitung[1]	
1-18	116-125	gefördert	Einleitung[1]	
1-19	126-132	werden	Einleitung[1]	
1-20	133-134	?	Einleitung[1]	

2-1	135-138	Ich	Einleitung[1]	
2-2	139-142	bin	Einleitung[1]	
2-3	143-146	der	Einleitung[1]	
2-4	147-154	Meinung	Einleitung[1]	
2-5	154-155	,	Einleitung[1]	
2-6	156-160	dass	Einleitung[1]	
2-7	161-164	der	Einleitung[1]	
2-8	165-176	Klimaschutz	Einleitung[1]	
2-9	177-180	ein	Einleitung[1]	
2-10	181-185	sehr	Einleitung[1]	
2-11	186-195	wichtiges	Einleitung[1]	
2-12	196-201	Thema	Einleitung[1]	
2-13	202-205	für	Einleitung[1]	
2-14	206-210	alle	Einleitung[1]	
2-15	211-219	Menschen	Einleitung[1]	
2-16	220-223	auf	Einleitung[1]	
2-17	224-227	der	Einleitung[1]	
2-18	228-232	Welt	Einleitung[1]	
2-19	233-236	ist	Einleitung[1]	
2-20	237-240	und	Einleitung[1]	
2-21	241-248	demnach	Einleitung[1]	
2-22	249-253	auch	Einleitung[1]	
2-23	254-259	jeden	Einleitung[1]	
2-24	260-261	"	Einleitung[1]	
2-25	261-274	interessieren	Einleitung[1]	
2-26	274-275	"	Einleitung[1]	
2-27	276-282	sollte	Einleitung[1]	
2-28	282-283	.	Einleitung[1]	

3-1	285-294	Besonders	Einleitung[1]	
3-2	295-304	Politiker	Einleitung[1]	
3-3	305-308	und	Einleitung[1]	
3-4	309-323	Politikerinnen	Einleitung[1]	
3-5	323-324	.	Einleitung[1]	

4-1	326-328	Es	Einleitung[1]	
4-2	329-333	gibt	Einleitung[1]	
4-3	334-340	einmal	Einleitung[1]	
4-4	341-354	Akkumulatoren	Einleitung[1]	
4-5	354-355	,	Einleitung[1]	
4-6	356-359	die	Einleitung[1]	
4-7	360-376	wiederaufladbare	Einleitung[1]	
4-8	377-390	elektronische	Einleitung[1]	
4-9	391-397	Zellen	Einleitung[1]	
4-10	398-402	sind	Einleitung[1]	
4-11	402-403	.	Einleitung[1]	

5-1	405-408	Sie	Einleitung[1]	
5-2	409-415	werden	Einleitung[1]	
5-3	416-423	aktuell	Einleitung[1]	
5-4	424-427	auf	Einleitung[1]	
5-5	428-433	Basis	Einleitung[1]	
5-6	434-437	von	Einleitung[1]	
5-7	438-445	Lithium	Einleitung[1]	
