#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-3	Die	Einleitung[1]	
1-2	4-26	Treibhausgasemissionen	Einleitung[1]	
1-3	27-30	des	Einleitung[1]	
1-4	31-45	Energiesektors	Einleitung[1]	
1-5	46-52	sollen	Einleitung[1]	
1-6	53-62	drastisch	Einleitung[1]	
1-7	63-72	reduziert	Einleitung[1]	
1-8	73-79	werden	Einleitung[1]	
1-9	79-80	,	Einleitung[1]	
1-10	80-82	um	Einleitung[1]	
1-11	83-86	die	Einleitung[1]	
1-12	87-103	Klimaneutralität	Einleitung[1]	
1-13	104-106	zu	Einleitung[1]	
1-14	107-116	erreichen	Einleitung[1]	
1-15	116-117	.	Einleitung[1]	

2-1	118-121	Die	Einleitung[1]	
2-2	122-136	Politikerinnen	Einleitung[1]	
2-3	137-140	und	Einleitung[1]	
2-4	141-150	Politiker	Einleitung[1]	
2-5	151-156	eines	Einleitung[1]	
2-6	157-164	Bezirks	Einleitung[1]	
2-7	165-167	in	Einleitung[1]	
2-8	168-183	Norddeutschland	Einleitung[1]	
2-9	184-191	fordern	Einleitung[1]	
2-10	192-197	daher	Einleitung[1]	
2-11	197-198	,	Einleitung[1]	
2-12	198-201	den	Einleitung[1]	
2-13	202-215	Energiebedarf	Einleitung[1]	
2-14	216-219	des	Einleitung[1]	
2-15	220-227	Bezirks	Einleitung[1]	
2-16	228-239	vollständig	Einleitung[1]	
2-17	240-245	durch	Einleitung[1]	
2-18	246-257	erneuerbare	Einleitung[1]	
2-19	258-266	Energien	Einleitung[1]	
2-20	267-277	abzudecken	Einleitung[1]	
2-21	277-278	.	Einleitung[1]	
2-22	282-283	.	Einleitung[1]	
