#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-2	Im	Einleitung[1]	
1-2	3-12	folgendem	Einleitung[1]	
1-3	13-18	werde	Einleitung[1]	
1-4	19-22	ich	Einleitung[1]	
1-5	23-27	eine	Einleitung[1]	
1-6	28-41	Argumentation	Einleitung[1]	
1-7	42-46	über	Einleitung[1]	
1-8	47-50	den	Einleitung[1]	
1-9	51-62	Klimawandel	Einleitung[1]	
1-10	63-72	schreiben	Einleitung[1]	
1-11	72-73	.	Einleitung[1]	

2-1	74-77	Der	Einleitung[1]	
2-2	78-89	Klimawandel	Einleitung[1]	
2-3	90-93	ist	Einleitung[1]	
2-4	94-98	eine	Einleitung[1]	
2-5	99-103	sehr	Einleitung[1]	
2-6	104-116	umstrittenes	Einleitung[1]	
2-7	117-122	Thema	Einleitung[1]	
2-8	123-125	in	Einleitung[1]	
2-9	126-129	der	Einleitung[1]	
2-10	130-143	gegenwertigen	Einleitung[1]	
2-11	144-148	Zeit	Einleitung[1]	
2-12	149-153	auch	Einleitung[1]	
2-13	154-158	wird	Einleitung[1]	
2-14	159-162	der	Einleitung[1]	
2-15	163-174	Klimawandel	Einleitung[1]	
2-16	175-177	in	Einleitung[1]	
2-17	178-181	der	Einleitung[1]	
2-18	182-189	Zukunft	Einleitung[1]	
2-19	190-194	nach	Einleitung[1]	
2-20	195-199	eine	Einleitung[1]	
2-21	200-205	große	Einleitung[1]	
2-22	206-211	Rolle	Einleitung[1]	
2-23	212-219	spielen	Einleitung[1]	
2-24	219-220	.	Einleitung[1]	

3-1	221-224	Die	Einleitung[1]	
3-2	225-233	deutsche	Einleitung[1]	
3-3	234-243	Regierung	Einleitung[1]	
3-4	244-247	hat	Einleitung[1]	
3-5	248-251	nun	Einleitung[1]	
3-6	252-263	beschlossen	Einleitung[1]	
3-7	263-264	,	Einleitung[1]	
3-8	265-269	dass	Einleitung[1]	
3-9	270-281	Deutschland	Einleitung[1]	
3-10	282-285	bis	Einleitung[1]	
3-11	286-290	2045	Einleitung[1]	
3-12	291-303	klimaneutral	Einleitung[1]	
3-13	304-308	sein	Einleitung[1]	
3-14	309-313	soll	Einleitung[1]	
3-15	313-314	,	Einleitung[1]	
3-16	315-319	dass	Einleitung[1]	
3-17	320-325	heißt	Einleitung[1]	
3-18	325-326	,	Einleitung[1]	
3-19	327-331	dass	Einleitung[1]	
3-20	332-335	die	Einleitung[1]	
3-21	336-348	austretenden	Einleitung[1]	
3-22	349-363	Treibhausgasse	Einleitung[1]	
3-23	364-369	durch	Einleitung[1]	
3-24	370-373	die	Einleitung[1]	
3-25	374-380	Umwelt	Einleitung[1]	
3-26	381-387	wieder	Einleitung[1]	
3-27	388-396	abgebaut	Einleitung[1]	
3-28	397-403	werden	Einleitung[1]	
3-29	404-410	können	Einleitung[1]	
3-30	410-411	.	Einleitung[1]	

4-1	412-416	Wenn	Einleitung[1]	
4-2	417-423	jedoch	Einleitung[1]	
4-3	424-426	zu	Einleitung[1]	
4-4	427-431	viel	Einleitung[1]	
4-5	432-445	Treibhausgsse	Einleitung[1]	
4-6	446-455	austreten	Einleitung[1]	
4-7	455-456	,	Einleitung[1]	
4-8	457-461	dann	Einleitung[1]	
4-9	462-465	kan	Einleitung[1]	
4-10	466-469	die	Einleitung[1]	
4-11	470-476	Umwelt	Einleitung[1]	
4-12	477-482	diese	Einleitung[1]	
4-13	483-488	nicht	Einleitung[1]	
4-14	489-493	mehr	Einleitung[1]	
4-15	494-501	abbauen	Einleitung[1]	
4-16	502-505	und	Einleitung[1]	
4-17	506-509	sie	Einleitung[1]	
4-18	510-517	schaden	Einleitung[1]	
4-19	518-521	der	Einleitung[1]	
4-20	522-527	Ozohn	Einleitung[1]	
4-21	528-535	Schicht	Einleitung[1]	
4-22	535-536	.	Einleitung[1]	
4-23	537-540	die	Einleitung[1]	
4-24	541-544	uns	Einleitung[1]	
4-25	545-548	das	Einleitung[1]	
4-26	549-554	Atmen	Einleitung[1]	
4-27	555-565	ermöglicht	Einleitung[1]	
4-28	565-566	.	Einleitung[1]	

5-1	568-571	Die	Einleitung[1]	
5-2	572-581	Regierung	Einleitung[1]	
5-3	582-590	versucht	Einleitung[1]	
5-4	591-594	mit	Einleitung[1]	
5-5	595-608	Elektrmotoren	Einleitung[1]	
5-6	608-609	,	Einleitung[1]	
5-7	610-628	Wasserstoffmotoren	Einleitung[1]	
5-8	629-632	dem	Einleitung[1]	
5-9	633-644	Klimawandel	Einleitung[1]	
5-10	645-653	entgegen	Einleitung[1]	
5-11	654-656	zu	Einleitung[1]	
5-12	657-663	wirken	Einleitung[1]	
5-13	663-664	.	Einleitung[1]	
