#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Argument|Accuracy|Adequacy|Clarity|KriteriumJahresertragEnergiedichte|KriteriumLebensdauerVerfgbarkeit|KriteriumLokaleEmissionenGeruschemissionen|KriteriumPreisBetrieb|KriteriumSonstiges|KriteriumTreibhausgasemissionen|KriteriumWirkungsgrad|OptionA|OptionB|OptionC
#T_SP=webanno.custom.Struktur|Struktur
#T_SP=webanno.custom.StrukturTAP|TAPArgumente


1-1	0-2	Um	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-2	3-6	die	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-3	7-29	Treibhausgasemissionen	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-4	30-33	des	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-5	34-50	Personenverkehrs	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-6	51-53	zu	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-7	54-63	reduziere	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-8	63-64	,	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-9	65-67	um	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-10	68-71	für	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-11	72-76	eine	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-12	77-84	gewisse	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-13	85-101	Klimaneutralität	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-14	102-104	zu	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-15	105-111	sorgen	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-16	111-112	,	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-17	113-119	sollen	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-18	120-126	Benzin	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-19	126-127	-	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-20	128-131	und	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-21	132-145	Dieselmotoren	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-22	146-148	ab	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-23	149-153	2035	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-24	154-162	verboten	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-25	163-169	werden	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
1-26	169-170	.	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	

2-1	172-174	Al	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-2	175-186	alternative	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-3	187-200	Energieträger	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-4	201-207	kommen	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-5	208-221	Akkumulatoren	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-6	221-222	,	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-7	223-234	Wasserstoff	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-8	235-239	oder	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-9	240-247	E-Fuels	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-10	248-250	in	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
2-11	251-256	Frage	_	_	_	_	_	_	_	_	_	_	_	_	_	Einleitung[4]	_	
