#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-3	Die	Einleitung[1]	
1-2	4-26	Treibhausgasemissionen	Einleitung[1]	
1-3	27-34	sollten	Einleitung[1]	
1-4	35-44	drastisch	Einleitung[1]	
1-5	45-54	reduziert	Einleitung[1]	
1-6	55-61	werden	Einleitung[1]	
1-7	61-62	.	Einleitung[1]	

2-1	63-68	Daher	Einleitung[1]	
2-2	69-76	sollten	Einleitung[1]	
2-3	77-80	wir	Einleitung[1]	
2-4	81-84	ein	Einleitung[1]	
2-5	85-92	Umstieg	Einleitung[1]	
2-6	93-96	auf	Einleitung[1]	
2-7	97-102	Autos	Einleitung[1]	
2-8	103-107	ohne	Einleitung[1]	
2-9	108-114	Benzin	Einleitung[1]	
2-10	114-115	-	Einleitung[1]	
2-11	116-119	und	Einleitung[1]	
2-12	120-131	Dieselmotor	Einleitung[1]	
2-13	132-141	vornehmen	Einleitung[1]	
2-14	142-144	um	Einleitung[1]	
2-15	145-148	die	Einleitung[1]	
2-16	149-165	Klimaneutralität	Einleitung[1]	
2-17	166-168	zu	Einleitung[1]	
2-18	169-178	erreichen	Einleitung[1]	
2-19	178-179	.	Einleitung[1]	

3-1	180-183	Die	Einleitung[1]	
3-2	184-188	drei	Einleitung[1]	
3-3	189-202	Energieträger	Einleitung[1]	
3-4	203-216	Akkumulatoren	Einleitung[1]	
3-5	216-217	,	Einleitung[1]	
3-6	218-229	Wasserstoff	Einleitung[1]	
3-7	230-233	und	Einleitung[1]	
3-8	234-241	E-Fuels	Einleitung[1]	
3-9	242-248	gelten	Einleitung[1]	
3-10	249-252	als	Einleitung[1]	
3-11	253-265	Klimaneutral	Einleitung[1]	
3-12	265-266	.	Einleitung[1]	
