#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Struktur|Struktur


1-1	0-2	In	Einleitung[1]	
1-2	3-6	der	Einleitung[1]	
1-3	7-16	aktuellen	Einleitung[1]	
1-4	17-21	Zeit	Einleitung[1]	
1-5	22-26	wird	Einleitung[1]	
1-6	27-31	viel	Einleitung[1]	
1-7	32-39	darüber	Einleitung[1]	
1-8	40-50	diskutiert	Einleitung[1]	
1-9	51-54	wie	Einleitung[1]	
1-10	55-58	man	Einleitung[1]	
1-11	59-62	den	Einleitung[1]	
1-12	63-74	Klimawandel	Einleitung[1]	
1-13	75-77	am	Einleitung[1]	
1-14	78-90	effektivsten	Einleitung[1]	
1-15	91-99	Bekämpft	Einleitung[1]	
1-16	100-103	und	Einleitung[1]	
1-17	104-110	stoppt	Einleitung[1]	
1-18	110-111	.	Einleitung[1]	

2-1	113-116	Aus	Einleitung[1]	
2-2	117-120	dem	Einleitung[1]	
2-3	121-126	Grund	Einleitung[1]	
2-4	127-131	wird	Einleitung[1]	
2-5	132-140	versucht	Einleitung[1]	
2-6	141-143	in	Einleitung[1]	
2-7	144-149	allen	Einleitung[1]	
2-8	150-159	Bereichen	Einleitung[1]	
2-9	160-163	den	Einleitung[1]	
2-10	164-187	Treibshausgasemissionen	Einleitung[1]	
2-11	188-190	zu	Einleitung[1]	
2-12	191-197	senken	Einleitung[1]	
2-13	197-198	.	Einleitung[1]	

3-1	200-203	Ein	Einleitung[1]	
3-2	204-213	wichtiger	Einleitung[1]	
3-3	214-219	Punkt	Einleitung[1]	
3-4	220-227	worüber	Einleitung[1]	
3-5	228-237	Politiker	Einleitung[1]	
3-6	238-249	diskutieren	Einleitung[1]	
3-7	250-253	ist	Einleitung[1]	
3-8	254-259	dabei	Einleitung[1]	
3-9	260-263	wie	Einleitung[1]	
3-10	264-267	der	Einleitung[1]	
3-11	268-271	Co2	Einleitung[1]	
3-12	272-279	Ausstoß	Einleitung[1]	
3-13	280-282	im	Einleitung[1]	
3-14	283-298	Personenverkehr	Einleitung[1]	
3-15	299-306	gesenkt	Einleitung[1]	
3-16	307-313	werden	Einleitung[1]	
3-17	314-318	kann	Einleitung[1]	
3-18	318-319	.	Einleitung[1]	

4-1	321-326	Dabei	Einleitung[1]	
4-2	327-331	wird	Einleitung[1]	
4-3	332-341	gefordert	Einleitung[1]	
4-4	342-345	das	Einleitung[1]	
4-5	346-348	es	Einleitung[1]	
4-6	349-352	bis	Einleitung[1]	
4-7	353-357	2035	Einleitung[1]	
4-8	358-363	keine	Einleitung[1]	
